date,urls
2020-04-03,"[{""name"": ""ts-36463.html"", ""upload_date"": ""2020-04-03 20:00:00"", ""teaser"": ""Themen der Sendung: Robert Koch Institut: Schutzma\u00dfnahmen zeigen Wirkung, Antik\u00f6rper-Tests sollen Immunit\u00e4t gegen Coronavirus nachweisen, Schule zu Hause - eine Herausforderung f\u00fcr viele Beteiligte, Bundesinnenministerium plant weitere Einreisebeschr\u00e4nkungen, Corona in New York: 100.000 best\u00e4tigte Infektionen, Arbeitslosenquote in den USA steigt rasant an, Aufr\u00e4umarbeiten nach Zugungl\u00fcck zwischen Freiburg und Basel dauern an, S\u00e4nger Bill Withers mit 81 Jahren gestorben, Trauer um den verstorbenen Abenteurer und Menschenrechtsaktivisten R\u00fcdiger Nehberg, Hans-Dieter Flick bleibt bis 2023 Trainer bei Bayern M\u00fcnchen, Das Wetter""}, {""name"": ""ts-36461.html"", ""upload_date"": ""2020-04-03 17:00:00"", ""teaser"": ""Themen der Sendung: Robert Koch Institut verk\u00fcndet langsamere Ausbreitung des Coronavirus, Studie zum Nachweis von Antik\u00f6rpern, Medienbericht: Offenbar Debatte \u00fcber weitere Einreisebeschr\u00e4nkungen, Corona: Wie l\u00e4uft der Schulunterricht aus der Ferne?, Abschiebungen in der Corona-Krise, Corona in den USA: Arbeitslosenquote steigt deutlich, Die B\u00f6rse, Kreuzfahrtschiffe mit Corona-Infizierten durfte in Florida anlegen, Abenteurer und Menschenrechtsaktivist R\u00fcdiger Nehberg gestorben, Das Wetter""}, {""name"": ""ts-36459.html"", ""upload_date"": ""2020-04-03 16:00:00"", ""teaser"": ""Themen der Sendung: Die neuesten Corona-Zahlen und Debatte um Schutzmasken, Studie zu Antik\u00f6rper-Nachweisverfahren, EU-Au\u00dfenminister beraten \u00fcber R\u00fcckholaktionen von EU-B\u00fcrgern,Abschiebungen in der Corona-Krise, Angst vor Corona in syrischem Gefangenenlager, Das Wetter""}, {""name"": ""ts-36457.html"", ""upload_date"": ""2020-04-03 15:00:00"", ""teaser"": ""Themen der Sendung: Robert Koch Institut zu Corona-Infektionen: Ma\u00dfnahmen zeigen erste Erfolge, Studie zu Antik\u00f6rper-Nachweisverfahren, Michael Boddenberg als neuer Finanzminister in Hessen vereidigt, Nach Zugungl\u00fcck auf Rheintalstrecke: Polizei ermittelt, \u00dcberlebensk\u00fcnstler und Menschenrechtsaktivist R\u00fcdiger Nehberg gestorben, Das Wetter""}, {""name"": ""ts-36455.html"", ""upload_date"": ""2020-04-03 14:00:00"", ""teaser"": ""Themen der Sendung: Bundesinnenminister Seehofer will strengere Corona-Kontrollen, Antik\u00f6rper-Test soll Corona-Fallzahlen verl\u00e4sslicher machen, EU-Au\u00dfenminister beraten \u00fcber R\u00fcckholaktion gestrandeter EU-B\u00fcrger, Politiker fordern finanzielle Sanktionen gegen Ungarns Notma\u00dfnahmen, CDU-Politiker Michael Boddenberg zum neuen Finanzminister Hessens vereidigt, Lokf\u00fchrer bei Zugungl\u00fcck zwischen Freiburg und Basel gestorben, Abenteurer und Menschenrechts-Aktivist R\u00fcdiger Nehberg im Alter von 84 Jahren gestorben, Das Wetter""}, {""name"": ""ts-36453.html"", ""upload_date"": ""2020-04-03 12:00:00"", ""teaser"": ""Themen der Sendung: Keine Entwarnung in der Corona-Krise, EU-Au\u00dfenminister beraten \u00fcber R\u00fcckholaktion gestrandeter EU-B\u00fcrger und Vorgehen gegen Corona-Pandemie, Politiker fordern finanzielle Sanktionen gegen Ungarns Notma\u00dfnahmen, US-Vizepr\u00e4sident Pence will Kosten\u00fcbernahme von Corona-Behandlung f\u00fcr Nicht-Krankenversicherte pr\u00fcfen, Festsitzende Passagiere zweier Kreuzfahrtschiffe d\u00fcrfen in Florida an Land, Die B\u00f6rse, Bundeslandwirtschaftsministerin Kl\u00f6ckner verspricht personelle Hilfe f\u00fcr Landwirte, Lokf\u00fchrer bei Zugungl\u00fcck zwischen Freiburg und Basel gestorben, Forscher entdecken Waldspuren in der Antarktis, Abenteurer und Menschenrechts-Aktivist R\u00fcdiger Nehberg im Alter von 84 Jahren gestorben, Das Wetter""}, {""name"": ""ts-36451.html"", ""upload_date"": ""2020-04-03 09:00:00"", ""teaser"": ""Themen der Sendung: Spahn setzt im Kampf gegen Corona auf Malaria-Medikament, US-Vizepr\u00e4sident Pence k\u00fcndigt Kosten\u00fcbernahme von Corona-Behandlung f\u00fcr Nicht-Krankenversicherte an, Festsitzende Passagiere zweier Kreuzfahrtschiffe d\u00fcrfen in Florida an Land, EU-Au\u00dfenminister beraten erneut \u00fcber R\u00fcckholaktion gestrandeter EU-B\u00fcrger im Ausland, Lokf\u00fchrer bei Zugungl\u00fcck zwischen Freiburg und Basel gestorben, Abenteurer und Menschenrechts-Aktivist R\u00fcdiger Nehberg im Alter von 84 Jahren gestorben, Das Wetter""}, {""name"": ""ts-36449.html"", ""upload_date"": ""2020-04-03 08:00:00"", ""teaser"": ""Themen der Sendung: Corona-Pandemie: Fallzahlen in den USA steigen weiter stark an, Festsitzende Passagiere zweier Kreuzfahrtschiffe d\u00fcrfen in Florida an Land, UN-Vollversammlung fordert weltweite Solidarit\u00e4t im Kampf gegen die Corona-Pandemie, \u00d6ffentlicher Nahverkehr leidet unter starken Verlusten, Abenteurer und Menschenrechts-Aktivist R\u00fcdiger Nehberg im Alter von 84 Jahren gestorben, Lokf\u00fchrer bei Zugungl\u00fcck zwischen Freiburg und Basel gestorben""}, {""name"": ""ts-36447.html"", ""upload_date"": ""2020-04-03 07:00:00"", ""teaser"": ""Themen der Sendung: Corona-Pandemie: Fallzahlen in den USA steigen weiter stark an, Festsitzende Passagiere zweier Kreuzfahrtschiffe d\u00fcrfen in Florida an Land, UN-Vollversammlung fordert weltweite Solidarit\u00e4t im Kampf gegen die Corona-Pandemie, \u00d6ffentlicher Nahverkehr leidet unter starken Verlusten, Abenteurer und Menschenrechts-Aktivist R\u00fcdiger Nehberg im Alter von 84 Jahren gestorben, Lokf\u00fchrer bei Zugungl\u00fcck zwischen Freiburg und Basel gestorben""}, {""name"": ""ts-36445.html"", ""upload_date"": ""2020-04-03 06:00:00"", ""teaser"": ""Themen der Sendung: Corona-Pandemie: Fallzahlen in den USA steigen weiter stark an, Festsitzende Passagiere zweier Kreuzfahrtschiffe d\u00fcrfen in Florida an Land, UN-Vollversammlung fordert weltweite Solidarit\u00e4t im Kampf gegen die Corona-Pandemie, Abenteurer und Menschenrechts-Aktivist R\u00fcdiger Nehberg im Alter von 84 Jahren gestorben, Lokf\u00fchrer bei Zugungl\u00fcck zwischen Freiburg und Basel gestorben""}]"
